$Snimac1;17.78;64.1;1015.0;400;OK;A9;@
$Snimac1;17.78;64.1;1015.0;400;OK;A9;@
$Snimac1;17.78;64.2;1015.0;400;OK;AA;@
$Snimac1;17.31;63.9;1017.0;442;OK;B5;@
$Snimac1;17.77;64.2;1015.0;400;OK;A9;@
$Snimac1;19.97;62.6;1016.5;383;OK;73;@
$Snimac1;17.77;64.2;1015.0;400;OK;A9;@
$Snimac1;17.77;64.2;1015.0;400;OK;A9;@
$Snimac1;17.77;64.2;1015.0;400;OK;A9;@
$Snimac1;17.76;64.2;1015.0;400;OK;A8;@
$Snimac1;17.76;64.2;1015.0;400;OK;A8;@
$Snimac1;17.76;64.2;1015.0;400;OK;A8;@
$Snimac1;17.76;64.2;1015.0;400;OK;A8;@
$Snimac1;17.76;64.2;1015.0;400;OK;A8;@
$Snimac1;17.76;64.2;1015.0;400;OK;A8;@
$Snimac1;15.77;59.5;1016.0;406;OK;C2;@
$Snimac1;17.75;64.2;1015.0;400;OK;A7;@
$Snimac1;17.75;64.2;1015.0;400;OK;A7;@
$Snimac1;17.75;64.2;1015.0;400;OK;A7;@
$Snimac1;17.75;64.2;1015.0;400;OK;A7;@
$Snimac1;17.75;64.2;1015.0;400;OK;A7;@
$Snimac1;17.74;64.2;1015.0;400;OK;A5;@
$Snimac1;16.01;64.6;1014.1;373;OK;D9;@
$Snimac1;17.74;64.2;1015.0;400;OK;A5;@
$Snimac1;17.74;64.2;1015.0;400;OK;A5;@
$Snimac1;17.74;64.2;1015.0;401;OK;A6;@
$Snimac1;17.74;64.2;1015.0;401;OK;A6;@
$Snimac1;17.73;64.2;1015.0;401;OK;A6;@
$Snimac1;17.73;64.2;1015.0;401;OK;A6;@
$Snimac1;17.73;64.3;1015.0;401;OK;A7;@
$Snimac1;17.73;64.3;1015.0;401;OK;A7;@
$Snimac1;17.73;64.3;1015.0;401;OK;A7;@
$Snimac1;17.72;64.3;1015.0;401;OK;A6;@
$Snimac1;17.72;64.3;1015.0;401;OK;A6;@
$Snimac1;17.72;64.3;1015.0;401;OK;A6;@
$Snimac1;17.88;60.3;1013.6;445;OK;AC;@
$Snimac1;17.72;64.3;1015.0;401;OK;A6;@
$Snimac1;17.72;64.3;1015.0;401;OK;A6;@
$Snimac1;500.00;200.0;0.0;9999;OK;2F;@
$Snimac1;17.71;64.3;1015.0;401;OK;A5;@
$Snimac1;17.71;64.3;1015.0;401;OK;A5;@
$Snimac1;17.71;64.3;1015.0;401;OK;A5;@
$Snimac1;17.71;64.3;1015.0;401;OK;A5;@
$Snimac1;17.71;64.3;1015.0;401;OK;A5;@
$Snimac1;17.70;64.3;1015.0;401;OK;A4;@
$Snimac1;17.70;64.3;1015.0;401;OK;A4;@
$Snimac1;15.69;65.4;1015.6;450;OK;1D;@
$Snimac1;17.70;64.3;1015.0;401;OK;A4;@
$Snimac1;17.70;64.3;1015.0;401;OK;A4;@
$Snimac1;17.70;64.3;1015.0;401;OK;A4;@
$Snimac1;17.69;64.3;1015.0;401;OK;A3;@
$Snimac1;17.69;64.3;1015.0;401;OK;A3;@
$Snimac1;500.00;200.0;0.0;9999;OK;2F;@
$Snimac1;17.69;64.3;1015.0;401;OK;A3;@
$Snimac1;17.69;64.3;1015.0;401;OK;A3;@
$Snimac1;17.68;64.3;1015.0;401;OK;A2;@
$Snimac1;17.68;64.4;1015.0;401;OK;A3;@
$Snimac1;17.68;64.4;1015.0;401;OK;A3;@
$Snimac1;20.14;68.8;1014.2;392;OK;B4;@
$Snimac1;17.68;64.4;1015.0;401;OK;A3;@
$Snimac1;19.19;64.6;1014.4;360;OK;0D;@
$Snimac1;17.67;64.4;1015.0;401;OK;A2;@
