$Roeoe;17.78;64.1;1015.00;400;1;7D;@
$Roeoe;17.78;64.1;1015.00;400;1;7D;@
$Roeoe;17.78;64.2;1015.00;400;1;7E;@
$Roeoe;17.78;64.2;1015.00;400;1;7E;@
$Roeoe;17.77;64.2;1015.00;400;1;71;@
$Roeoe;17.77;64.2;1015.00;400;1;71;@
$Roeoe;17.77;64.2;1015.00;400;1;71;@
$Roeoe;17.77;64.2;1015.00;400;1;71;@
$Roeoe;17.77;64.2;1015.00;400;1;71;@
$Roeoe;17.76;64.2;1015.00;400;1;70;@
$Roeoe;17.76;64.2;1015.00;400;1;70;@
$Roeoe;17.76;64.2;1015.00;400;1;70;@
$Roeoe;17.76;64.2;1015.00;400;1;70;@
$Roeoe;17.76;64.2;1015.00;400;1;70;@
$Roeoe;17.76;64.2;1015.00;400;1;70;@
$Roeoe;17.75;64.2;1015.00;400;1;73;@
$Roeoe;17.75;64.2;1015.00;400;1;73;@
$Roeoe;17.75;64.2;1015.00;400;1;73;@
$Roeoe;17.75;64.2;1015.00;400;1;73;@
$Roeoe;17.75;64.2;1015.00;400;1;73;@
$Roeoe;17.75;64.2;1015.00;400;1;73;@
$Roeoe;17.74;64.2;1015.00;400;1;72;@
$Roeoe;17.74;64.2;1015.00;400;1;72;@
$Roeoe;17.74;64.2;1015.00;400;1;72;@
$Roeoe;17.74;64.2;1015.00;400;1;72;@
$Roeoe;17.74;64.2;1015.00;401;1;73;@
$Roeoe;17.74;64.2;1015.00;401;1;73;@
$Roeoe;17.73;64.2;1015.00;401;1;74;@
$Roeoe;17.73;64.2;1015.00;401;1;74;@
$Roeoe;17.73;64.3;1015.00;401;1;75;@
$Roeoe;17.73;64.3;1015.00;401;1;75;@
$Roeoe;17.73;64.3;1015.00;401;1;75;@
$Roeoe;17.72;64.3;1015.00;401;1;74;@
$Roeoe;17.72;64.3;1015.00;401;1;74;@
$Roeoe;17.72;64.3;1015.00;401;1;74;@
$Roeoe;17.72;64.3;1015.00;401;1;74;@
$Roeoe;17.72;64.3;1015.00;401;1;74;@
$Roeoe;17.72;64.3;1015.00;401;1;74;@
$Roeoe;17.71;64.3;1015.00;401;1;77;@
$Roeoe;17.71;64.3;1015.00;401;1;77;@
$Roeoe;17.71;64.3;1015.00;401;1;77;@
$Roeoe;17.71;64.3;1015.00;401;1;77;@
$Roeoe;17.71;64.3;1015.00;401;1;77;@
$Roeoe;17.71;64.3;1015.00;401;1;77;@
$Roeoe;17.70;64.3;1015.00;401;1;76;@
$Roeoe;17.70;64.3;1015.00;401;1;76;@
$Roeoe;17.70;64.3;1015.00;401;1;76;@
$Roeoe;17.70;64.3;1015.00;401;1;76;@
$Roeoe;17.70;64.3;1015.00;401;1;76;@
$Roeoe;17.70;64.3;1015.00;401;1;76;@
$Roeoe;17.69;64.3;1015.00;401;1;7E;@
$Roeoe;17.69;64.3;1015.00;401;1;7E;@
$Roeoe;17.69;64.3;1015.00;401;1;7E;@
$Roeoe;17.69;64.3;1015.00;401;1;7E;@
$Roeoe;17.69;64.3;1015.00;401;1;7E;@
$Roeoe;17.68;64.3;1015.00;401;1;7F;@
$Roeoe;17.68;64.4;1015.00;401;1;78;@
$Roeoe;17.68;64.4;1015.00;401;1;78;@
$Roeoe;17.68;64.4;1015.00;401;1;78;@
$Roeoe;17.68;64.4;1015.00;401;1;78;@
$Roeoe;17.68;64.4;1015.00;401;1;78;@
$Roeoe;17.67;64.4;1015.00;401;1;77;@
$Roeoe;17.67;64.4;1015.00;401;1;77;@
$Roeoe;17.67;64.4;1015.00;401;1;77;@
$Roeoe;17.67;64.4;1015.00;401;1;77;@
$Roeoe;17.67;64.4;1015.00;401;1;77;@
$Roeoe;17.67;64.4;1015.00;401;1;77;@
$Roeoe;17.66;64.4;1015.00;401;1;76;@
$Roeoe;17.66;64.4;1015.00;401;1;76;@
$Roeoe;17.66;64.4;1015.00;401;1;76;@
$Roeoe;17.66;64.4;1015.00;401;1;76;@
$Roeoe;17.66;64.4;1015.00;401;1;76;@
$Roeoe;17.66;64.4;1015.00;401;1;76;@
$Roeoe;17.65;64.4;1015.00;401;1;75;@
$Roeoe;17.65;64.4;1015.00;401;1;75;@
$Roeoe;17.65;64.4;1015.00;402;1;76;@
$Roeoe;17.65;64.4;1015.00;402;1;76;@
