00:00:03;-0.00;80.0;1029.59;400
00:00:07;-0.00;80.0;1030.01;400
00:00:10;-0.00;80.0;1029.82;400
00:00:14;-0.00;80.0;1029.73;400
00:00:18;-0.00;80.0;1029.69;400
00:00:21;-0.01;80.0;1029.77;400
00:00:25;-0.01;80.0;1029.95;400
00:00:28;-0.01;80.0;1029.55;400
00:00:32;-0.01;80.0;1030.03;400
00:00:36;-0.01;80.0;1029.54;400
00:00:39;-0.01;80.0;1030.28;400
00:00:43;-0.01;80.0;1030.26;400
00:00:46;-0.01;80.0;1029.57;400
00:00:50;-0.01;80.0;1030.08;400
00:00:54;-0.01;80.0;1030.23;400
00:00:57;-0.01;80.0;1030.09;400
00:01:01;-0.02;80.0;1030.50;400
00:01:04;-0.02;80.0;1030.20;400
00:01:08;-0.02;80.0;1030.16;400
00:01:12;-0.02;80.0;1029.68;400
00:01:15;-0.02;80.0;1029.78;400
00:01:19;-0.02;80.0;1030.30;400
00:01:22;-0.02;80.0;1030.00;400
00:01:26;-0.02;80.0;1030.07;400
00:01:30;-0.02;80.0;1030.33;400
00:01:33;-0.02;80.0;1029.65;400
00:01:37;-0.02;80.0;1029.93;400
00:01:40;-0.03;80.0;1029.77;400
00:01:44;-0.03;80.0;1030.09;400
00:01:48;-0.03;80.0;1029.79;400
00:01:51;-0.03;80.0;1030.26;400
00:01:55;-0.03;80.0;1029.58;400
00:01:58;-0.03;80.0;1030.11;400
00:02:02;-0.03;80.0;1029.99;400
00:02:06;-0.03;80.0;1029.63;400
00:02:09;-0.03;80.0;1029.72;400
00:02:13;-0.03;80.0;1030.18;400
00:02:16;-0.03;80.0;1029.87;400
00:02:20;-0.04;80.0;1030.37;400
00:02:24;-0.04;80.0;1030.34;400
00:02:27;-0.04;80.0;1030.01;400
00:02:31;-0.04;80.0;1029.98;400
00:02:34;-0.04;80.0;1030.10;400
00:02:38;-0.04;80.0;1029.82;400
00:02:42;-0.04;80.0;1029.70;400
00:02:45;-0.04;80.0;1030.10;400
00:02:49;-0.04;80.0;1030.09;400
00:02:52;-0.04;80.0;1029.82;400
00:02:56;-0.04;80.0;1030.03;400
00:03:00;-0.05;80.0;1029.62;400
00:03:03;-0.05;80.0;1030.04;400
00:03:07;-0.05;80.0;1030.09;400
00:03:10;-0.05;80.0;1029.75;400
00:03:14;-0.05;80.0;1029.76;400
00:03:18;-0.05;80.0;1029.83;400
00:03:21;-0.05;80.0;1030.36;400
00:03:25;-0.05;80.0;1030.34;400
00:03:28;-0.05;80.0;1029.91;400
00:03:32;-0.05;80.0;1030.24;400
00:03:36;-0.05;80.0;1030.24;400
00:03:39;-0.06;80.0;1029.52;400
00:03:43;-0.06;80.0;1029.58;400
00:03:46;-0.06;80.0;1029.67;400
00:03:50;-0.06;80.0;1030.04;400
00:03:54;-0.06;80.0;1030.18;400
00:03:57;-0.06;80.0;1029.52;400
00:04:01;-0.06;80.0;1029.70;400
00:04:04;-0.06;80.0;1029.80;400
00:04:08;-0.06;80.0;1029.88;400
00:04:12;-0.06;80.0;1029.65;400
00:04:15;-0.06;80.0;1030.22;400
00:04:19;-0.06;80.0;1030.08;400
00:04:22;-0.07;80.0;1029.85;400
00:04:26;-0.07;80.0;1030.31;400
00:04:30;-0.07;80.0;1029.71;400
00:04:33;-0.07;80.0;1030.26;400
00:04:37;-0.07;80.0;1029.68;400
00:04:40;-0.07;80.0;1030.20;400
00:04:44;-0.07;80.0;1030.15;400
00:04:48;-0.07;80.0;1029.66;400
00:04:51;-0.07;80.0;1030.40;400
00:04:55;-0.07;80.0;1029.58;400
00:04:58;-0.07;80.0;1029.91;400
00:05:02;-0.08;80.0;1029.72;400
00:05:05;-0.08;80.0;1029.58;400
00:05:09;-0.08;80.0;1030.41;400
00:05:13;-0.08;80.0;1030.26;400
00:05:16;-0.08;80.0;1029.75;400
00:05:20;-0.08;80.0;1029.98;400
00:05:24;-0.08;80.0;1030.49;400
00:05:27;-0.08;80.0;1030.22;400
00:05:31;-0.08;80.0;1029.95;400
00:05:34;-0.08;80.0;1029.63;400
00:05:38;-0.08;80.0;1030.19;400
00:05:42;-0.09;80.0;1029.80;400
00:05:45;-0.09;80.0;1029.68;400
00:05:49;-0.09;80.0;1030.00;400
00:05:52;-0.09;80.0;1030.29;400
00:05:56;-0.09;80.0;1030.48;400
00:06:00;-0.09;80.0;1030.40;400
00:06:03;-0.09;80.0;1030.04;400
00:06:07;-0.09;80.0;1030.14;400
00:06:10;-0.09;80.0;1029.76;400
00:06:14;-0.09;80.0;1029.61;400
00:06:18;-0.09;80.0;1030.09;400
00:06:21;-0.10;80.0;1029.76;400
00:06:25;-0.10;80.0;1030.19;400
00:06:28;-0.10;80.0;1029.92;400
00:06:32;-0.10;80.0;1029.87;400
00:06:36;-0.10;80.0;1030.06;400
00:06:39;-0.10;80.0;1030.13;400
00:06:43;-0.10;80.0;1029.69;400
00:06:46;-0.10;80.0;1029.75;400
00:06:50;-0.10;80.0;1029.55;400
00:06:53;-0.10;80.0;1030.21;400
00:06:57;-0.10;80.0;1029.66;400
00:07:01;-0.11;80.0;1030.48;400
00:07:04;-0.11;80.0;1029.50;400
00:07:08;-0.11;80.0;1030.29;400
00:07:12;-0.11;80.0;1029.63;400
00:07:15;-0.11;80.0;1030.37;400
00:07:19;-0.11;80.0;1030.39;400
00:07:22;-0.11;80.0;1030.18;400
00:07:26;-0.11;80.0;1030.27;400
00:07:30;-0.11;80.0;1029.93;400
00:07:33;-0.11;80.0;1029.75;400
00:07:37;-0.11;80.0;1029.80;400
00:07:40;-0.11;80.0;1030.07;400
00:07:44;-0.12;80.0;1030.07;400
00:07:48;-0.12;80.0;1030.17;400
00:07:51;-0.12;80.0;1030.16;400
00:07:55;-0.12;80.0;1029.50;400
00:07:58;-0.12;80.0;1029.85;400
00:08:02;-0.12;80.0;1029.87;400
00:08:06;-0.12;80.0;1029.85;400
00:08:09;-0.12;80.0;1029.91;400
00:08:13;-0.12;80.0;1030.29;400
00:08:16;-0.12;80.0;1029.85;400
00:08:20;-0.12;80.0;1029.77;400
00:08:24;-0.13;80.0;1030.03;400
00:08:27;-0.13;80.0;1029.62;400
00:08:31;-0.13;80.0;1029.98;400
00:08:34;-0.13;80.0;1029.98;400
00:08:38;-0.13;80.0;1030.16;400
00:08:42;-0.13;80.0;1029.88;400
00:08:45;-0.13;80.0;1030.14;400
00:08:49;-0.13;80.0;1030.38;400
00:08:52;-0.13;80.0;1030.06;400
00:08:56;-0.13;80.0;1030.24;400
00:09:00;-0.13;80.0;1030.10;400
00:09:03;-0.14;80.0;1029.83;400
00:09:07;-0.14;80.0;1030.48;400
00:09:10;-0.14;80.0;1030.19;400
00:09:14;-0.14;80.0;1030.30;400
00:09:18;-0.14;80.0;1029.90;400
00:09:21;-0.14;80.0;1030.08;400
00:09:25;-0.14;80.0;1030.22;400
00:09:28;-0.14;80.0;1030.36;400
00:09:32;-0.14;80.0;1029.82;400
00:09:36;-0.14;80.0;1030.12;400
00:09:39;-0.14;80.0;1029.98;400
00:09:43;-0.15;80.0;1030.42;400
00:09:46;-0.15;80.0;1030.40;400
00:09:50;-0.15;80.0;1030.29;400
00:09:54;-0.15;80.0;1030.23;400
00:09:57;-0.15;80.0;1030.00;400
00:10:01;-0.15;80.0;1030.47;400
